Group,List,List_subgroup,List_short_name,List_long_name,Sort,MSFD reporting 2012 (Art. 8-9-10),MSFD reporting 2014 (Art. 11),MSFD reporting 2016 (Art. 13-14),MSFD reporting 2018 (Art. 8-9-10),
Monitoring,Monitoring QA,,BEQUALM,Biological Effects Quality Assurance in Monitoring Programmes,,,Y,,,
Monitoring,Monitoring QA,,COMBINE,Helsinki Commission Cooperative Monitoring in the Baltic Marine Environment manual of measurement protocols,,,Y,,,
Monitoring,Monitoring QA,,ICESDataTypeGuide,ICES Data Centre Data Type Guides,,,Y,,,
Monitoring,Monitoring QA,,IODE,IOC Manual of Quality Control Procedures for Validation of Oceanographic Data,,,Y,,,
Monitoring,Monitoring QA,,JGOFSL1,Joint Global Ocean Flux Study core measurement protocols,,,Y,,,
Monitoring,Monitoring QA,,National,National standard (specify),,,Y,,,
Monitoring,Monitoring QA,,Other,Other standard (specify),,,Y,,,
Monitoring,Monitoring QA,,QUASIMEM,Quality Assurance of Information for Marine Environmental Monitoring in Europe,,,Y,,,
Monitoring,Monitoring QA,,Unknown,Unknown,,,Y,,,
Monitoring,Monitoring QC,,DelayedValidation,Delayed mode validation on the data,,,Y,,,
Monitoring,Monitoring QC,,NoValidation,No validation on the data,,,Y,,,
Monitoring,Monitoring QC,,Other QC,Other type of QC (specify),,,Y,,,
Monitoring,Monitoring QC,,Real&DelayedValidation,Real-time plus delayed mode validation on the data,,,Y,,,
Monitoring,Monitoring QC,,RealValidation,Real-time validation on the data,,,Y,,,
Monitoring,Monitoring QC,,Unknown,Unknown,,,Y,,,
MSFD implementation,Achievement date,GES  ,GESachieved,GES achieved [by 2018],1,,,,Y,
MSFD implementation,Achievement date,GES  ,GESby2020,GES expected to be achieved by 2020,2,,,,Y,
MSFD implementation,Achievement date,GES  ,GESafter2020Exception,"GES expected to be achieved later than 2020, Article 14 exception reported",3,,,,Y,
MSFD implementation,Achievement date,GES  ,GESafter2020NoException,"GES expected to be achieved later than 2020, no Article 14 exception reported",4,,,,Y,
MSFD implementation,Achievement date,GES  ,Unknown,Unknown,5,,,,Y,
MSFD implementation,Achievement date,GES  ,NotAssessed,Not assessed,6,,,,Y,
MSFD implementation,Achievement date,GES  ,NotRelevant,Not relevant,7,,,,Y,
MSFD implementation,Achievement date,Monitoring programme,By 2014,Adequately covered by 2014,1,,List - Monitoring gap-filling date,,,
MSFD implementation,Achievement date,Monitoring programme,By 2018,In time for the next assessment due in 2018,2,,List - Monitoring gap-filling date,,,
MSFD implementation,Achievement date,Monitoring programme,By 2020,In time for the updating of monitoring programmes due in 2020,3,,List - Monitoring gap-filling date,,,
MSFD implementation,Achievement date,Monitoring programme,After 2020,Later than 2020.,4,,List - Monitoring gap-filling date,,,
MSFD implementation,Achievement date,Monitoring programme,NotRelevant,Not relevant,5,,List - Monitoring gap-filling date,,,
MSFD implementation,Cooperation level,,Full,Full,1,Y,,,,
MSFD implementation,Cooperation level,,Partial,Partial,2,Y,,,,
MSFD implementation,Cooperation level,,Incomplete,Incomplete,3,Y,,,,
MSFD implementation,Coordination level,,Local,Local,1,,,Y,,
MSFD implementation,Coordination level,,Sub-national,Sub-national,2,,,Y,,
MSFD implementation,Coordination level,,National,National,3,,,Y,,
MSFD implementation,Coordination level,,Bilateral,Bilateral (one/several other states),4,,,Y,,
MSFD implementation,Coordination level,,Sub-regional,Sub-regional,5,,,Y,,
MSFD implementation,Coordination level,,Regional,Regional,6,,,Y,,
MSFD implementation,Coordination level,,EU level,EU level,7,,,Y,,
MSFD implementation,Coordination level,,International,International,8,,,Y,,
MSFD implementation,DPSIR cycle,,Activities,Human activities causing the pressures,1,,Monitoring purpose,,,
MSFD implementation,DPSIR cycle,,Pressures,Pressures,2,Target type,Monitoring purpose,,,
MSFD implementation,DPSIR cycle,,State/impact,Environmental state and impacts,3,Target type,Monitoring purpose: State/impact,,,
MSFD implementation,DPSIR cycle,,State,State,4,Target type,Monitoring purpose: State/impact,,,
MSFD implementation,DPSIR cycle,,Measures,Effectiveness of measures,5,,Monitoring purpose,,,
MSFD implementation,Environmental targets,Target characteristics,TargetGeneral,Targets - general characteristics,1,Y,,,,
MSFD implementation,Environmental targets,Target characteristics,,MS-defined features,2,Y,,Y,,
MSFD implementation,Environmental targets,Target purpose,TargetInterim,Interim target,3,Y,Y,,,
MSFD implementation,Environmental targets,Target purpose,TargetGES,Target for GES,4,Y,Y,,,
MSFD implementation,Environmental targets,Target type,TargetOperational,Operational,5,Y,,,,
MSFD implementation,Environmental targets,Target type,TargetOther,Other,6,Y,,,,
MSFD implementation,MSFD Article,Regional coordination,Art8_IA,Article 8  - initial assessment,1,Y,,,,
MSFD implementation,MSFD Article,Regional coordination,Art9_GES,Article 9 - determination of GES,2,Y,,,,
MSFD implementation,MSFD Article,Regional coordination,Art10_Targets,Article 10 - environmental targets and indicators,3,Y,,,,
Policy instruments,Policy,A - International (global),CBD,Convention on Biological Diversity,,,,,ThresholdSources_Enum,
Policy instruments,Policy,A - International (global),CMS,Convention on Migratory Species,,,,,ThresholdSources_Enum,
Policy instruments,Policy,A - International (global),IMO,"International Maritime Organisation (MARPOL, Ballast Water Convention, Antifouling Convention)",,,,,ThresholdSources_Enum,
Policy instruments,Policy,A - International (global),Other international,Other international policies (specify),,,,Y,,
Policy instruments,Policy,A - International (global),LTRAP,UNECE Convention on long-range transboundary air pollution,,,,,ThresholdSources_Enum,
Policy instruments,Policy,B - EU Directive,BathingWater,Bathing Water Directive (76/160/EEC),,,List: Monitoring other Directives/Conventions,Y,ThresholdSources_Enum,
Policy instruments,Policy,B - EU Directive,Birds,Birds Directive (2009/147/EC),,,List: Monitoring other Directives/Conventions,Y,ThresholdSources_Enum,
Policy instruments,Policy,B - EU Directive,DrinkingWater,Drinking Water Directive (80/778/EEC) as amended by Directive (98/83/EC),,,,Y,ThresholdSources_Enum,
Policy instruments,Policy,B - EU Directive,EIA Directive,Environmental Impact Assessment Directive (85/337/EEC),,,,Y,ThresholdSources_Enum,
Policy instruments,Policy,B - EU Directive,FD,Floods Directive (2007/60/EC),,,,,ThresholdSources_Enum,
Policy instruments,Policy,B - EU Directive,Habitats ,Habitats Directive (92/43/EEC),,,List: Monitoring other Directives/Conventions,Y,ThresholdSources_Enum,
Policy instruments,Policy,B - EU Directive,IPPC,Integrated Pollution Prevention Control Directive (96/61/EC),,,,Y,ThresholdSources_Enum,
Policy instruments,Policy,B - EU Directive,Seveso,Major Accidents (Seveso) Directive (96/82/EC),,,,Y,ThresholdSources_Enum,
Policy instruments,Policy,B - EU Directive,MSFD,Marine Strategy Framework Directive (2008/56/EC),,,,,Y,
Policy instruments,Policy,B - EU Directive,NEC,National Emission Ceilings for certain pollutants Directive (2001/81/EC),,,,,ThresholdSources_Enum,
Policy instruments,Policy,B - EU Directive,Nitrates,Nitrates Directive (91/676/EEC),,,List: Monitoring other Directives/Conventions,Y,ThresholdSources_Enum,
Policy instruments,Policy,B - EU Directive,PPPP,Plant Protection Products Directive (91/414/EEC),,,,Y,ThresholdSources_Enum,
Policy instruments,Policy,B - EU Directive,PSD,Priority substances Directive (2013/39/EU),,,,,ThresholdSources_Enum,
Policy instruments,Policy,B - EU Directive,SSD,Sewage Sludge Directive (86/278/EEC),,,,Y,ThresholdSources_Enum,
Policy instruments,Policy,B - EU Directive,UWWTD,Urban Waste Water Treatment Directive (91/271/EEC),,,List: Monitoring other Directives/Conventions,Y,ThresholdSources_Enum,
Policy instruments,Policy,B - EU Directive,WasteFD,Waste Framework Directive (2008/98/EC),,,,,ThresholdSources_Enum,
Policy instruments,Policy,B - EU Directive,WaterFD,Water Framework Directive (2000/60/EC),,,List: Monitoring other Directives/Conventions,Y,ThresholdSources_Enum,
Policy instruments,Policy,C - EU Policy/Regulation,CFP,Common Fisheries Policy,,,,Y,ThresholdSources_Enum,
Policy instruments,Policy,C - EU Policy/Regulation,CFP-DC-MAP,Common Fisheries Policy - Data Collection Framework (DC-MAP),,,List: Monitoring other Directives/Conventions,Y,ThresholdSources_Enum,
Policy instruments,Policy,C - EU Policy/Regulation,EUBiodivStrategy,EU Biodiversity Strategy,,,,,ThresholdSources_Enum,
Policy instruments,Policy,C - EU Policy/Regulation,PPPP,Placing of plant protection products on the market (Regulation EC/1107/2007),,,,,ThresholdSources_Enum,
Policy instruments,Policy,C - EU Policy/Regulation,IAER,Prevention and management of the introduction and spread of invasive alien species (Regulation 1143/2014),,,,,ThresholdSources_Enum,
Policy instruments,Policy,C - EU Policy/Regulation,Foodstuffs,Regulation on contaminants in foodstuffs (EC 1881/2006),,,,,ThresholdSources_Enum,
Policy instruments,Policy,C - EU Policy/Regulation,REACH,"Regulation on Registration, Evaluation, Authorisation and Restriction of Chemicals (EC 1907/2006)",,,,,ThresholdSources_Enum,
Policy instruments,Policy,D - RSC - Regional Sea Convention,HELCOM,Helsinki Convention,1,,List: Monitoring other Directives/Conventions,Y,ThresholdSources_Enum,
Policy instruments,Policy,D - RSC - Regional Sea Convention,OSPAR,OSPAR Convention,2,,List: Monitoring other Directives/Conventions,Y,ThresholdSources_Enum,
Policy instruments,Policy,D - RSC - Regional Sea Convention,BarCon,Barcelona Convention UNEP/MAP,3,,List: Monitoring other Directives/Conventions,Y,ThresholdSources_Enum,
Policy instruments,Policy,D - RSC - Regional Sea Convention,BuchCon,Bucharest Convention,4,,List: Monitoring other Directives/Conventions,Y,ThresholdSources_Enum,
Policy instruments,Policy,D - RSC - Regional Sea Convention,TWSC,Trilateral Wadden Sea Cooperation,5,,List: Monitoring other Directives/Conventions: WaddenSea,,ThresholdSources_Enum,
Policy instruments,Policy,E - RFMO - Regional Fishery Management Organisation,GFCM,General Fisheries Commission for the Mediterranean,,,,Y,ThresholdSources_Enum,
Policy instruments,Policy,E - RFMO - Regional Fishery Management Organisation,ICCAT,International Commission for the Conservation of Atlantic Tunas,,,,Y,ThresholdSources_Enum,
Policy instruments,Policy,E - RFMO - Regional Fishery Management Organisation,NEAFC,North East Atlantic Fisheries Commission,,,,Y,ThresholdSources_Enum,
Policy instruments,Policy,F - National,National,National policies (specify),,,,Y,,
Policy instruments,Policy,G - Other,Not applicable,Not applicable,,,,,ThresholdSources_Enum,
Policy instruments,Policy,G - Other,Other,Other (specify),,,List: Monitoring other Directives/Conventions,Y,ThresholdSources_Enum,
,DPSIR,,Impact,Impact,4,Target type,,,,
